dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
insects_gradual,xgb,AlwaysNudge,always_nudge,1,21735,1932,balanced_accuracy,6,6,0,6,0,0,1,0,0,1,6,,4,12,1,19855,30,3971,30,0.5921084000001429,1.3151461388559947e-05,193200,0.0,0.28428801472279736,0.0,0.295254943738491,rounds,100,130,8232,9994,node_visits,1833.129,2230.317,1.2166721490958903,12.378399998851819,13.868900001398288,3.890593000000081,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,NeverAdapt,never_adapt,1,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,9.540492778447628e-06,193200,0.034,0.2782608695652174,0.2335115864527629,0.3060491100450692,rounds,100,100,8232,8232,node_visits,1833.129,1833.129,1.0,12.917900003230898,12.115900000935653,3.1492152000028,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysRebuild,always_rebuild,1,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,544000,700,5440,700,3.2754464999961783,3.390978916600908e-05,193200,0.719,0.4913733609385783,0.5903980986333928,0.48852625358262736,trees,100,100,26480,10764,node_visits,867.122,840.709,0.9695394650349086,18.455199999152683,27.344299996912014,6.669759899999917,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,MechanismSelector,mechanism_selector,1,21735,1932,balanced_accuracy,7,7,1,0,6,1,0,0,0,1,5,0,5,23,1,454460,625,7748,625,2.1755030999920564,2.2023135278456245e-05,193200,0.537,0.4792270531400966,0.2460566448801743,0.4753041818985728,trees,100,100,26480,8850,node_visits,867.122,772.011,0.8903141657113993,16.848699997353833,16.23200000176439,5.481801900001301,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,FixedSchedule(k=3),fixed_schedule,1,21735,1932,balanced_accuracy,6,6,0,4,2,0,0,0,0,0,4,,4,10,1,212350,220,4470,220,0.897726799998054,1.2178512500668654e-05,193200,0.521,0.28240165631469977,0.20232323232323232,0.2945837691089848,trees,100,100,26480,37724,node_visits,867.122,1039.175,1.1984184463085932,17.458299997088034,20.958400000381516,3.85454369999934,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysNudge,always_nudge,1,21735,1932,balanced_accuracy,7,7,0,7,0,0,1,0,0,1,7,,5,15,1,21390,35,4278,35,0.11402999999700114,1.0194362221551616e-05,193200,0.032,0.25152979066022546,0.21390374331550802,0.28065303816659865,trees,100,100,26480,21394,node_visits,867.122,795.081,0.9169194184901318,15.793700000358513,17.072200000257,3.3566732999970554,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,NeverAdapt,never_adapt,1,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,7.370448333338293e-06,193200,0.031,0.2513457556935818,0.20409982174688057,0.2803665066005338,trees,100,100,26480,26480,node_visits,867.122,867.122,1.0,15.809800002898555,16.338000001269393,3.1228246000027866,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysRebuild,always_rebuild,1,21735,1932,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,3,7,1,2783000,0,4568,3215,0.7287523000013607,6.314945278123474e-06,1932000,0.191,0.18090637221072003,0.1503030303030303,0.18420731811079336,params,204,204,,,params_read,204.0,204.0,1.0,0.2948000001197215,0.26810000053956173,2.540135499999451,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,MechanismSelector,mechanism_selector,1,21735,1932,balanced_accuracy,6,6,3,2,1,0,0,0,0,0,3,2,0,0,1,98932,0,2932,100,0.05766550000043935,1.7566683326556678e-06,1932000,0.053,0.17943409247757075,0.01962962962962963,0.1868865530228029,params,204,204,,,params_read,204.0,204.0,1.0,0.2634999982547015,0.9148999997705687,1.898885300000984,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,FixedSchedule(k=3),fixed_schedule,1,21735,1932,balanced_accuracy,5,5,0,4,1,0,0,0,0,0,4,,1,3,1,1003116,0,4116,1004,0.2964880000035919,3.768208888892602e-06,1932000,0.244,0.18601334253508167,0.358750247573777,0.1895488860529626,params,204,204,,,params_read,204.0,204.0,1.0,0.7962000017869286,0.23660000078962184,2.116164999999455,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysNudge,always_nudge,1,21735,1932,balanced_accuracy,5,5,0,5,0,0,0,0,0,0,5,,0,0,1,3916,0,3916,5,0.01898869999422459,1.8105197222312743e-06,1932000,0.386,0.18297676558546125,0.3731689443454149,0.18679119333581232,params,204,204,,,params_read,204.0,204.0,1.0,0.25610000011511147,0.2418000003672205,1.9101138999976683,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,NeverAdapt,never_adapt,1,21735,1932,balanced_accuracy,6,6,6,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0.0,2.0213563892186877e-06,1932000,0.068,0.1521048999309869,0.42424242424242425,0.18851483781918565,params,204,204,,,params_read,204.0,204.0,1.0,0.22850000095786527,0.5664000018441584,1.8106919999991078,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,AlwaysRebuild,always_rebuild,1,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,4,10,1,5640,0,5640,7,0.01756399999067071,1.0651961107840328e-06,1932,0.778,0.5756153669197147,0.40573776985541693,0.5482800326411313,params,402,402,,,params_read,402.0,402.0,1.0,1.0595000021567103,1.0158000004594214,1.6811047000010149,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,MechanismSelector,mechanism_selector,1,21735,1932,balanced_accuracy,7,7,1,2,4,1,0,0,0,1,5,2,2,4,1,6724,0,6724,9,0.015931899994029664,9.869425000079456e-07,1932,0.741,0.565631469979296,0.3027450980392157,0.5383971044467268,params,402,402,,,params_read,402.0,402.0,1.0,1.2370000004011672,1.0986000015691388,1.8511985000004643,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,FixedSchedule(k=3),fixed_schedule,1,21735,1932,balanced_accuracy,7,7,0,5,2,0,0,0,0,0,5,,1,3,1,4886,0,4886,7,0.010290999998687766,8.287888895556145e-07,1932,0.734,0.5222452265930527,0.39880174291938997,0.498109841843976,params,402,402,,,params_read,402.0,402.0,1.0,1.6973000019788742,0.9238999991794117,1.6833030000016151,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,AlwaysNudge,always_nudge,1,21735,1932,balanced_accuracy,6,6,0,6,0,0,0,0,0,0,6,,0,0,1,4281,0,4281,6,0.008663799999339972,7.609208339995544e-07,1932,0.094,0.4595813204508857,0.07225589225589225,0.44364042375877794,params,402,402,,,params_read,402.0,402.0,1.0,1.4685000023746397,0.8044999995036051,1.5980288999999175,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,NeverAdapt,never_adapt,1,21735,1932,balanced_accuracy,5,5,5,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0.0,4.239563895552058e-07,1932,0.027,0.34156889809063723,0.09438898791839968,0.3418107321216655,params,402,402,,,params_read,402.0,402.0,1.0,0.8011999998416286,0.9473999998590443,1.6335722000003443,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,0,0,0,500000,500,5000,500,7.432344100005139,7.377684583332632e-05,456000,0.675,0.60085351832726,0.6740714145264342,0.6008576287377034,rounds,100,100,36642,13844,node_visits,3853.825,2714.438,0.7043490558081906,17.617499997868435,18.723199998930795,14.136781099998188,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,MechanismSelector,mechanism_selector,1,51317,4560,balanced_accuracy,4,4,0,1,3,0,0,0,0,0,4,1,0,0,0,316000,320,6200,320,5.396779399990919,5.7932536944442305e-05,456000,0.527,0.5773330475281095,0.5254741512452059,0.5773367887668904,rounds,100,105,36642,17106,node_visits,3853.825,3093.348,0.8026695555714128,16.884199998457916,18.30060000065714,11.95872210000016,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,FixedSchedule(k=3),fixed_schedule,1,51317,4560,balanced_accuracy,5,5,0,4,1,0,0,0,0,0,4,,0,0,0,116000,120,4200,120,2.305691300000035,3.860500750033528e-05,456000,0.607,0.5753454021084631,0.6060469060465119,0.5753476579238944,rounds,100,110,36642,18768,node_visits,3853.825,3270.751,0.8487025228182391,17.532900001242524,12.471599999116734,9.01652340000146,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,AlwaysNudge,always_nudge,1,51317,4560,balanced_accuracy,5,5,0,5,0,0,0,0,0,0,5,,0,0,0,20000,25,4000,25,1.2010666000096535,3.871255777811908e-05,456000,0.557,0.531539255997038,0.5557194120909005,0.5315446396888341,rounds,100,125,36642,44310,node_visits,3853.825,4752.615,1.2332202422268785,17.476500001066597,16.225600000325358,8.490431199999875,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,NeverAdapt,never_adapt,1,51317,4560,balanced_accuracy,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.6235284444784816e-05,456000,0.12,0.22012198686595086,0.1199112905812767,0.22011747061026066,rounds,100,100,36642,36642,node_visits,3853.825,3853.825,1.0,17.46880000064266,17.066199998225784,6.546469900000375,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,7,7,0,0,7,0,0,0,0,0,0,,0,0,0,700000,700,7000,700,3.2094616000031237,3.73050200000084e-05,456000,0.691,0.6301420581873454,0.6901056124638553,0.6301428596345535,trees,100,100,189994,36572,node_visits,1241.693,1008.487,0.8121870703950171,31.821500000660308,20.873800000117626,8.536512600003334,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,MechanismSelector,mechanism_selector,1,51317,4560,balanced_accuracy,6,6,0,1,5,0,0,0,0,0,6,1,0,0,0,524000,530,9800,530,2.397890699994605,3.3882832221888827e-05,456000,0.625,0.6247637235224195,0.6246241454910652,0.624764110160884,trees,100,100,189994,36278,node_visits,1241.693,973.99,0.7844048408100875,26.549499998509418,20.60189999974682,7.7368454999996175,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,FixedSchedule(k=3),fixed_schedule,1,51317,4560,balanced_accuracy,4,4,0,3,1,0,0,0,0,0,3,,0,0,0,112000,115,3400,115,0.5195167000019865,1.904230777744221e-05,456000,0.59,0.4048366038544732,0.5887819495874087,0.40483380825931,trees,100,100,189994,39306,node_visits,1241.693,991.593,0.7985814529034149,29.339100001379848,18.63020000018878,5.489259800000582,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,AlwaysNudge,always_nudge,1,51317,4560,balanced_accuracy,4,4,0,4,0,0,0,0,0,0,4,,0,0,0,16000,20,3200,20,0.08659540000007837,1.744874944445652e-05,456000,0.177,0.23442523919948555,0.17687499219132743,0.23442008531260003,trees,100,100,189994,158384,node_visits,1241.693,1186.621,0.955647652036373,28.352799999993294,22.851000001537614,5.231131800002913,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,NeverAdapt,never_adapt,1,51317,4560,balanced_accuracy,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,1.811554694511665e-05,456000,0.117,0.2122298653467662,0.11687062410485786,0.212224931538348,trees,100,100,189994,189994,node_visits,1241.693,1241.693,1.0,29.693299999053124,30.455500000243774,5.141257900002529,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,sgd,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.738736111434543e-06,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.2426999999443069,0.3088999983447138,2.044297699998424,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,sgd,MechanismSelector,mechanism_selector,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.9866288892217337e-06,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.5416999993030913,0.23829999918234535,2.034126799997466,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,sgd,FixedSchedule(k=3),fixed_schedule,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,3.0403711104424245e-06,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.3120000001217704,0.25409999943803996,2.0861237999997684,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,sgd,AlwaysNudge,always_nudge,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,3.0440538888881672e-06,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.262100002146326,0.2585000002000015,2.0851653000027,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,sgd,NeverAdapt,never_adapt,1,51317,4560,balanced_accuracy,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,3.5719547222149885e-06,811680,0.157,0.16889140051055207,0.15933425195928974,0.16885669882323706,params,204,204,,,params_read,204.0,204.0,1.0,0.4298999992897734,0.2342000007047318,2.1051174999993236,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,gnb,AlwaysRebuild,always_rebuild,1,51317,4560,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,0,0,0,5000,0,5000,5,0.006839099998614984,8.013291669900879e-07,4560,0.536,0.5484537287838338,0.5364206991179561,0.5484522243959282,params,402,402,,,params_read,402.0,402.0,1.0,1.2720000013359822,1.1329999979352579,1.6446662000016659,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
